,Posted On,BHK,Rent,Size,Bathroom,Current Floor,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Builder,Point of Contact_Contact Owner
18,2022-06-09,0.2,0.002800960329255745,0.24906132665832292,0.0,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,True
19,2022-06-09,0.2,0.0013718989367783238,0.08135168961201501,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
20,2022-07-02,0.2,0.0019149422659197437,0.08010012515644555,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,True,False,True
21,2022-06-14,0.2,0.0022293357722647767,0.04881101376720901,0.1111111111111111,0.02631578947368421,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
22,2022-06-15,0.0,0.0008002743797873556,0.03629536921151439,0.0,0.0,0.03409090909090909,True,False,False,False,False,True,False,False,True,True,False,False,True
23,2022-06-15,0.4000000000000001,0.001514805076026066,0.19899874843554444,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
24,2022-05-28,0.0,0.0019435234937692921,0.04881101376720901,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,True,False,False,False,False,False
25,2022-05-22,0.2,0.0016577112152738082,0.12390488110137672,0.0,0.013157894736842105,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
26,2022-06-18,0.0,0.001171830341831485,0.04317897371714643,0.0,0.013157894736842105,0.0,True,False,False,False,False,True,False,True,False,True,False,False,False
27,2022-06-25,0.2,0.0013718989367783238,0.12390488110137672,0.0,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
28,2022-06-22,0.2,0.0020864296330170345,0.09887359198998748,0.0,0.05263157894736842,0.045454545454545456,False,True,False,False,False,True,False,False,True,True,False,False,True
29,2022-06-25,0.2,0.003229678746998971,0.10513141426783477,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
30,2022-05-21,0.0,0.00180061735452155,0.0425531914893617,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
31,2022-06-26,0.2,0.003944209443237681,0.11138923654568209,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
32,2022-06-16,0.2,0.0013718989367783238,0.06758448060075092,0.0,0.013157894736842105,0.0,False,True,False,False,False,True,False,True,False,True,False,False,True
33,2022-06-29,0.2,0.0010860866582828397,0.061326658322903634,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
34,2022-05-10,0.21746254681647942,0.009651973172503445,0.13642052565707133,0.0,0.02631578947368421,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,True
35,2022-05-12,0.2,0.009651973172503445,0.10513141426783477,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,True
36,2022-06-03,0.2,0.003229678746998971,0.09887359198998748,0.0,0.02631578947368421,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,False,False,False
37,2022-05-31,0.21746254681647942,0.0016577112152738082,0.07759699624530662,0.0,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
38,2022-06-10,0.2,0.005659083114210586,0.11138923654568209,0.1111111111111111,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,True,False,False,False,False,True
39,2022-06-24,0.21746254681647942,0.0025151480507602606,0.03254067584480601,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,True
40,2022-06-29,0.2,0.0017148736709729046,0.07759699624530662,0.0,0.0,0.0,True,False,False,False,False,True,False,True,False,True,False,False,True
41,2022-05-12,0.4000000000000001,0.003086772607751229,0.18648310387984982,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,False,False,False,False,True
42,2022-06-26,0.0,0.009651973172503445,0.07384230287859823,0.0,0.02631578947368421,0.045454545454545456,False,True,False,False,False,True,False,False,True,True,False,False,True
43,2022-04-30,0.2,0.009651973172503445,0.08635794743429286,0.0,0.05263157894736842,0.14772727272727273,True,False,False,False,False,True,False,True,False,True,False,False,True
44,2022-05-27,0.0,0.0013718989367783238,0.03629536921151439,0.0,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
45,2022-06-06,0.21746254681647942,0.0025151480507602606,0.16145181476846057,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,True,False,False,True,False,True
46,2022-05-20,0.21746254681647942,0.0009717617468846462,0.04881101376720901,0.0,0.039473684210526314,0.022727272727272724,True,False,False,False,False,True,False,True,False,False,False,False,True
47,2022-07-02,0.2,0.003086772607751229,0.08010012515644555,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,False,True,False,True,False,True
48,2022-05-26,0.4000000000000001,0.008231393620669943,0.24906132665832292,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
49,2022-05-12,0.4000000000000001,0.003944209443237681,0.13241551939924906,0.1111111111111111,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
50,2022-06-22,0.0,0.009651973172503445,0.017521902377972465,0.0,0.013157894736842105,0.0,False,True,False,False,False,True,False,False,False,True,False,False,True
51,2022-06-25,0.0,0.00180061735452155,0.055068836045056316,0.0,0.02631578947368421,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,False,False,True
52,2022-07-03,0.2,0.0010860866582828397,0.09887359198998748,0.0,0.0,0.0,True,False,False,False,False,True,False,False,True,True,False,False,True
53,2022-04-23,0.2,0.003944209443237681,0.12390488110137672,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
54,2022-05-14,0.2,0.002800960329255745,0.11138923654568209,0.0,0.06578947368421052,0.045454545454545456,False,True,False,False,False,True,False,True,False,False,False,False,True
55,2022-05-27,0.0,0.0016577112152738082,0.07384230287859823,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
56,2022-06-19,0.21746254681647942,0.0013718989367783238,0.14893617021276595,0.0,0.013157894736842105,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
57,2022-06-19,0.2,0.0013718989367783238,0.14893617021276595,0.1111111111111111,0.02631578947368421,0.011363636363636364,False,True,False,False,False,True,False,True,False,False,False,False,True
58,2022-07-02,0.2,0.0016577112152738082,0.08010012515644555,0.1111111111111111,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
59,2022-07-06,0.2,0.0020864296330170345,0.08886107634543178,0.1111111111111111,0.05263157894736842,0.03409090909090909,True,False,False,False,False,True,False,True,False,True,False,False,True
60,2022-07-02,0.0,0.0010860866582828397,0.03629536921151439,0.0,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
61,2022-06-21,0.4000000000000001,0.008231393620669943,0.14893617021276595,0.2222222222222222,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
62,2022-06-04,0.2,0.0025151480507602606,0.08635794743429286,0.1111111111111111,0.09210526315789473,0.07954545454545454,True,False,False,False,False,True,False,False,True,True,False,False,True
63,2022-06-24,0.4000000000000001,0.008231393620669943,0.24906132665832292,0.1111111111111111,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
64,2022-05-14,0.21746254681647942,0.0006573682405396136,0.030037546933667086,0.0,0.0,0.03409090909090909,False,True,False,False,False,True,False,True,False,True,False,False,True
65,2022-06-26,0.2,0.0019435234937692921,0.13642052565707133,0.0,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
66,2022-07-02,0.21746254681647942,0.0010860866582828397,0.03629536921151439,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
67,2022-05-05,0.2,0.00180061735452155,0.07384230287859823,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
68,2022-05-18,0.2,0.001514805076026066,0.09887359198998748,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
69,2022-06-07,0.0,0.00180061735452155,0.08385481852315393,0.0,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
70,2022-06-07,0.0,0.00180061735452155,0.08385481852315393,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
71,2022-06-26,0.2,0.004230021721733165,0.10513141426783477,0.0,0.013157894736842105,0.03409090909090909,True,False,False,False,False,True,False,True,False,False,False,False,False
72,2022-06-26,0.2,0.004230021721733165,0.10513141426783477,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,True,False,False,False,False,False
73,2022-05-30,0.2,0.001514805076026066,0.08635794743429286,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,False,False,False,True
74,2022-05-22,0.4000000000000001,0.011089516405624784,0.18648310387984982,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
75,2022-06-18,0.2,0.003229678746998971,0.1176470588235294,0.1111111111111111,0.013157894736842105,0.03409090909090909,False,True,False,False,False,True,False,True,False,True,False,False,True
76,2022-06-08,0.2,0.009651973172503445,0.061326658322903634,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
77,2022-06-25,0.0,0.0010860866582828397,0.055068836045056316,0.0,0.02631578947368421,0.03409090909090909,True,False,False,False,False,True,False,True,False,True,False,False,True
78,2022-05-03,0.21746254681647942,0.001514805076026066,0.08635794743429286,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,False,False,False,True
79,2022-05-12,0.0,0.0019435234937692921,0.061326658322903634,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
80,2022-06-01,0.4000000000000001,0.0038013033039899394,0.22403003754693365,0.1111111111111111,0.0,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
81,2022-05-23,0.0,0.009651973172503445,0.061326658322903634,0.0,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,True,False,True,False,False,True
82,2022-05-23,0.2,0.003944209443237681,0.058823529411764705,0.1111111111111111,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,False,True,False,False,True
83,2022-06-21,0.21746254681647942,0.009651973172503445,0.12390488110137672,0.1111111111111111,0.013157894736842105,0.0,False,True,False,False,False,True,False,True,False,True,False,False,True
84,2022-06-22,0.2,0.0015719675317251627,0.09887359198998748,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
85,2022-05-27,0.0,0.0025151480507602606,0.05319148936170213,0.0,0.02631578947368421,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
86,2022-05-07,0.21746254681647942,0.0016577112152738082,0.08635794743429286,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,False
87,2022-06-25,0.21746254681647942,0.00594489539270607,0.09887359198998748,0.0,0.05263157894736842,0.03409090909090909,False,True,False,False,False,True,False,False,False,True,False,False,False
88,2022-06-27,0.21746254681647942,0.001514805076026066,0.055068836045056316,0.0,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
89,2022-05-31,0.2,0.0020864296330170345,0.06758448060075092,0.0,0.02631578947368421,0.022727272727272724,True,False,False,False,False,True,False,True,False,True,False,False,False
90,2022-06-03,0.21746254681647942,0.004801646278724134,0.09887359198998748,0.1111111111111111,0.0,0.03409090909090909,True,False,False,False,False,True,False,False,True,False,False,False,False
91,2022-06-27,0.2,0.003086772607751229,0.06758448060075092,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,False,True,False,True
92,2022-05-15,0.0,0.0022293357722647767,0.07384230287859823,0.0,0.02631578947368421,0.03409090909090909,False,True,False,False,False,True,False,False,False,True,False,False,True
93,2022-06-09,0.0,0.0013718989367783238,0.061326658322903634,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
94,2022-04-28,0.2,0.005373270835715102,0.12390488110137672,0.1111111111111111,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
95,2022-05-23,0.0,0.0010860866582828397,0.03629536921151439,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
96,2022-06-28,0.2,0.009651973172503445,0.14893617021276595,0.1111111111111111,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,False,True,False,False,True
97,2022-06-23,0.2,0.0025151480507602606,0.061326658322903634,0.0,0.039473684210526314,0.03409090909090909,True,False,False,False,False,True,False,True,False,True,False,False,True
98,2022-04-29,0.21746254681647942,0.004801646278724134,0.14893617021276595,0.1111111111111111,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,False,True,False,True
99,2022-06-13,0.2,0.003944209443237681,0.11138923654568209,0.1111111111111111,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,False
100,2022-06-13,0.4000000000000001,0.00594489539270607,0.16145181476846057,0.2222222222222222,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
101,2022-06-13,0.6000000000000001,0.009651973172503445,0.19899874843554444,0.2222222222222222,0.013157894736842105,0.045454545454545456,True,False,False,False,False,True,False,False,True,True,False,False,False
102,2022-05-14,0.4000000000000001,0.005659083114210586,0.1802252816020025,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,False,True,False,True,False,True
103,2022-07-06,0.2,0.0068023322281925225,0.13642052565707133,0.1111111111111111,0.02631578947368421,0.011363636363636364,False,True,False,False,False,True,False,False,False,False,False,False,False
104,2022-06-16,0.2,0.05110323539499256,0.1176470588235294,0.1111111111111111,0.0,0.0,True,False,False,False,False,True,False,False,True,True,False,False,True
105,2022-06-06,0.0,0.0013718989367783238,0.07384230287859823,0.0,0.10526315789473684,0.045454545454545456,True,False,False,False,False,True,False,False,True,True,False,False,True
106,2022-07-04,0.2,0.0036583971647421976,0.08635794743429286,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
107,2022-05-15,0.4000000000000001,0.0019435234937692921,0.09261576971214017,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,False,True,False,True
108,2022-05-04,0.2,0.0019435234937692921,0.12390488110137672,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
109,2022-04-25,0.0,0.0013718989367783238,0.026282853566958697,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
110,2022-05-21,0.0,0.0019435234937692921,0.03629536921151439,0.0,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,True,False,False,False,False,False
111,2022-06-27,0.0,0.0013718989367783238,0.03629536921151439,0.0,0.0,0.0,True,False,False,False,False,True,False,False,True,True,False,False,False
112,2022-07-02,0.0,0.009651973172503445,0.08635794743429286,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
113,2022-07-06,0.4000000000000001,0.003086772607751229,0.09887359198998748,0.1111111111111111,0.0,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
114,2022-04-28,0.4000000000000001,0.003944209443237681,0.19899874843554444,0.1111111111111111,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
115,2022-05-15,0.21746254681647942,0.0036583971647421976,0.12390488110137672,0.1111111111111111,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,True
116,2022-05-30,0.0,0.0010860866582828397,0.0012515644555694616,0.0,0.02631578947368421,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
117,2022-06-10,0.2,0.0016577112152738082,0.04881101376720901,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,True
118,2022-06-23,0.0,0.0007716931519378071,0.023779724655819776,0.0,0.02631578947368421,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
119,2022-06-09,0.4000000000000001,0.0036583971647421976,0.10387984981226532,0.1111111111111111,0.013157894736842105,0.03409090909090909,True,False,False,False,False,True,False,False,True,False,False,False,True
120,2022-06-19,0.0,0.0014576426203269691,0.03629536921151439,0.0,0.013157894736842105,0.0,True,False,False,False,False,True,False,False,True,True,False,False,False
121,2022-07-03,0.2,0.0033725848862467133,0.06758448060075092,0.1111111111111111,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,False,True,False,False,False
122,2022-07-03,0.0,0.001600548759574711,0.03629536921151439,0.0,0.013157894736842105,0.011363636363636364,True,False,False,False,False,True,False,False,True,True,False,False,False
123,2022-05-14,0.2,0.009651973172503445,0.09887359198998748,0.1111111111111111,0.013157894736842105,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
124,2022-05-10,0.2,0.0025151480507602606,0.0913642052565707,0.0,0.0,0.05681818181818181,True,False,False,False,False,True,False,False,True,False,False,False,True
125,2022-04-25,0.2,0.004801646278724134,0.16145181476846057,0.1111111111111111,0.013157894736842105,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
126,2022-06-13,0.2,0.0019435234937692921,0.08010012515644555,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,False,False,True
127,2022-05-06,0.2,0.0019435234937692921,0.060075093867334166,0.0,0.013157894736842105,0.0,False,True,False,False,False,True,False,True,False,True,False,False,True
128,2022-06-08,0.0,0.0010003429747341944,0.030037546933667086,0.0,0.02631578947368421,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
129,2022-06-08,0.0,0.009651973172503445,0.030037546933667086,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,True,False,False,True
130,2022-05-06,0.21746254681647942,0.0009431805190350977,0.055068836045056316,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
131,2022-06-30,0.0,0.0013718989367783238,0.03629536921151439,0.0,0.0,0.0,True,False,False,False,False,True,False,True,False,True,False,False,True
132,2022-06-24,0.2,0.009651973172503445,0.09261576971214017,0.1111111111111111,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
133,2022-07-01,0.0,0.0010003429747341944,0.030037546933667086,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
134,2022-06-17,0.21746254681647942,0.0036583971647421976,0.0927409261576971,0.0,0.039473684210526314,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
135,2022-06-26,0.2,0.0022293357722647767,0.11138923654568209,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,False,False,False,True
136,2022-06-23,0.2,0.0010860866582828397,0.04881101376720901,0.0,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,True,False,True,False,False,True
137,2022-06-13,0.2,0.004658740139476391,0.12390488110137672,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,False
138,2022-06-11,0.2,0.0020864296330170345,0.12390488110137672,0.0,0.0,0.0,True,False,False,False,False,True,False,False,True,True,False,False,True
139,2022-05-26,0.4000000000000001,0.003944209443237681,0.18648310387984982,0.1111111111111111,0.013157894736842105,0.0,True,False,False,False,False,True,False,True,False,False,True,False,True
140,2022-04-25,0.2,0.003229678746998971,0.09261576971214017,0.1111111111111111,0.013157894736842105,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,True
141,2022-05-11,0.0,0.0033725848862467133,0.14893617021276595,0.0,0.02631578947368421,0.03409090909090909,False,True,False,False,False,True,False,True,False,True,False,False,True
142,2022-05-06,0.2,0.0019435234937692921,0.08635794743429286,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,True,False,False,True
143,2022-05-10,0.2,0.0019435234937692921,0.08635794743429286,0.0,0.05263157894736842,0.03409090909090909,True,False,False,False,False,True,False,False,False,True,False,False,True
144,2022-05-21,0.2,0.0019435234937692921,0.12390488110137672,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
145,2022-06-12,0.2,0.0016577112152738082,0.14893617021276595,0.1111111111111111,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
146,2022-06-05,0.2,0.0002858122784954842,0.06758448060075092,0.0,0.02631578947368421,0.022727272727272724,False,True,False,False,False,True,False,False,False,True,False,False,True
147,2022-06-25,0.2,0.0019435234937692921,0.09887359198998748,0.0,0.0,0.03409090909090909,True,False,False,False,False,True,False,False,True,False,False,False,True
148,2022-06-11,0.21746254681647942,0.009651973172503445,0.03379224030037547,0.0,0.013157894736842105,0.022727272727272724,False,True,False,False,False,True,False,False,True,False,False,False,True
149,2022-07-04,0.21746254681647942,0.005373270835715102,0.13642052565707133,0.2222222222222222,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
150,2022-05-10,0.2,0.0016577112152738082,0.1176470588235294,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,False
151,2022-05-13,0.0,0.0006573682405396136,0.030037546933667086,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,False,True,False,False,True
152,2022-05-10,0.2,0.0010860866582828397,0.12390488110137672,0.0,0.0,0.011363636363636364,True,False,False,False,False,True,False,False,True,False,False,False,True
153,2022-06-30,0.4000000000000001,0.005373270835715102,0.12390488110137672,0.1111111111111111,0.0,0.011363636363636364,True,False,False,False,False,True,False,True,False,True,False,False,True
154,2022-05-27,0.2,0.0016577112152738082,0.08010012515644555,0.0,0.0,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
155,2022-06-08,0.2,0.0025151480507602606,0.08635794743429286,0.1111111111111111,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
156,2022-05-15,0.2,0.0016577112152738082,0.08635794743429286,0.0,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,False,False,True
157,2022-06-29,0.4000000000000001,0.003086772607751229,0.12390488110137672,0.1111111111111111,0.0,0.022727272727272724,False,True,False,False,False,True,False,True,False,True,False,False,True
158,2022-05-13,0.2,0.0038013033039899394,0.11138923654568209,0.1111111111111111,0.013157894736842105,0.03409090909090909,True,False,False,False,False,True,False,False,True,False,False,False,True
159,2022-05-25,0.21746254681647942,0.009651973172503445,0.08635794743429286,0.0,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
160,2022-07-04,0.2,0.0023722419115125184,0.08635794743429286,0.1111111111111111,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
161,2022-06-27,0.21746254681647942,0.0025151480507602606,0.055068836045056316,0.1111111111111111,0.02631578947368421,0.0,True,False,False,False,False,True,False,True,False,True,False,False,True
162,2022-05-06,0.0,0.0006573682405396136,0.013767209011264079,0.0,0.0,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
163,2022-06-01,0.2,0.0022293357722647767,0.09887359198998748,0.1111111111111111,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,True,False,True,False,False,True
164,2022-06-07,0.4000000000000001,0.011089516405624784,0.15143929912390489,0.1111111111111111,0.02631578947368421,0.022727272727272724,True,False,False,False,False,True,False,False,True,True,False,False,True
165,2022-06-23,0.4000000000000001,0.004372927860980907,0.13642052565707133,0.0,0.0,0.022727272727272724,False,True,False,False,False,True,False,False,True,True,False,False,True
166,2022-06-12,0.4000000000000001,0.0019435234937692921,0.08635794743429286,0.1111111111111111,0.0,0.022727272727272724,True,False,False,False,False,True,False,False,True,False,True,False,True
167,2022-05-10,0.2,0.003086772607751229,0.09887359198998748,0.0,0.0,0.022727272727272724,False,True,False,False,False,True,False,False,False,True,False,False,True
168,2022-06-27,0.2,0.001514805076026066,0.08260325406758447,0.0,0.02631578947368421,0.011363636363636364,False,True,False,False,False,True,False,False,True,False,True,False,True
169,2022-04-30,0.6000000000000001,0.011089516405624784,0.16145181476846057,0.2222222222222222,0.013157894736842105,0.011363636363636364,False,True,False,False,False,True,False,False,True,True,False,False,True
