Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga
21,-0.5326875819226081,0.7013585146076803,164,150,62,0.12162348149697526,1072.0,27.6,3.5,4,2,19.11,True,False,True,False
42,-1.3606199307598734,-0.09979414413060642,166,163,64,0.15141694763407407,1057.0,21.7,2.6,3,2,17.77,True,False,True,False
31,-1.2008435125632084,-1.702099461607178,195,131,60,0.6579058719647535,969.0,28.2,2.0,2,1,21.4,False,False,False,False
26,-1.4187204464677519,-0.9810620687427201,186,136,61,-0.5338327735191982,734.0,34.7,2.0,3,1,17.3,False,False,False,False
43,1.9172174970929257,0.8615890463553376,161,134,63,0.568525473553457,962.0,29.9,2.9,4,2,33.8,True,False,False,True
19,-0.6343634844113951,-1.0611773346165487,184,128,53,-0.35507197669660595,730.0,30.1,2.2,2,1,23.93,False,False,False,False
37,2.4498055577484763,-0.09979414413060642,168,158,50,0.7174928042389511,1304.0,29.3,2.8,2,1,40.1,True,True,False,False
45,-1.0265419654395735,1.021819578102995,186,161,73,-0.17631117987401299,956.0,25.2,2.5,3,1,15.31,True,False,True,False
24,-0.91518264366614,0.1405516534908796,160,167,53,-1.2488759608095696,772.0,22.9,3.6,3,1,18.07,True,False,False,True
25,0.7019483768698047,1.82297223684128,182,131,68,0.44935160900506166,1016.0,22.7,3.0,2,1,23.17,True,False,False,False
52,-0.6730971615499806,-0.09979414413060642,169,151,58,-0.08693078146271652,836.0,34.3,2.0,3,1,20.42,False,False,True,False
31,0.2952447669146573,-1.461753663985692,184,144,59,-0.6828001042046924,742.0,26.7,2.3,4,2,33.61,False,False,False,False
34,-1.094325900432098,-0.8208315369950627,162,158,53,0.4791450751421605,1122.0,30.8,2.4,3,2,19.43,False,False,False,True
53,0.5131217008192008,0.30078218523853695,165,137,69,1.2239817285696304,1133.0,12.8,3.5,5,3,27.18,True,False,False,False
57,2.348129655259689,1.342280641598308,165,134,58,-0.3848654428337048,750.0,27.4,3.6,3,1,34.18,True,False,False,False
21,1.1183354061095994,-0.01967887825677775,161,151,62,0.0024496169485799524,1046.0,25.0,2.8,3,1,32.69,True,False,True,False
19,-0.029149779120996512,0.541127982860023,177,125,61,-1.3382563592208658,506.0,27.7,1.6,3,1,22.78,False,True,False,False
23,1.9946848513700963,-0.9810620687427201,182,163,60,0.6281124058276546,1318.0,21.7,2.7,4,2,44.84,True,False,False,False
59,-0.3922780022952357,-1.6219841957333494,161,162,61,0.41955814286796284,1021.0,31.2,2.1,3,2,28.35,False,False,False,True
21,-1.1282178679283605,-1.6219841957333494,171,154,67,-0.5338327735191982,832.0,32.2,2.6,3,1,21.77,False,False,False,False
46,-0.6101549361997792,-0.09979414413060642,181,153,61,1.2239817285696304,1150.0,17.8,2.7,4,3,20.86,False,False,False,False
35,-0.16955935874836928,-0.8208315369950627,196,157,65,0.032243083085678775,440.0,32.4,2.0,2,1,16.99,False,True,False,False
43,-0.7457228061848283,-0.9009468028688914,179,124,54,-0.6530066380675935,580.0,26.4,2.6,3,2,22.45,False,False,True,False
51,-1.394511898256136,-0.09979414413060642,198,137,69,-0.5338327735191982,666.0,33.8,2.1,4,2,16.86,False,False,False,True
27,0.6728981190158659,-0.7407162711212358,183,135,74,1.462329457666421,1299.0,12.9,3.5,5,3,32.93,True,False,True,False
53,-1.0555922232935127,0.1405516534908796,179,127,61,-0.08693078146271652,773.0,21.3,3.7,3,2,17.11,True,False,True,False
31,-0.44553680836079046,-0.17990941000443508,160,144,70,2.1177857126825947,1418.0,17.3,2.7,5,3,22.28,False,False,True,False
48,-0.3148106480180649,-0.9009468028688914,160,151,74,-1.9043322158257432,421.0,33.4,1.5,2,1,25.89,False,False,False,False
32,0.5954307647386952,-0.9810620687427201,176,145,60,2.177372644956792,1587.0,14.5,3.5,5,3,33.55,True,True,False,False
25,-0.3971197119375586,0.3808974511123656,160,141,58,-1.0999086301240757,627.0,27.6,2.6,3,1,20.88,False,False,False,False
31,-0.6053132265574559,-0.09979414413060642,189,150,67,1.641090254489014,1358.0,18.6,2.7,4,3,19.72,False,False,False,True
40,1.5928229510572718,-0.5804857393735785,162,162,74,0.1812104137711729,1176.0,21.0,3.6,4,2,39.12,True,True,False,False
57,-0.4649036469300835,-1.6219841957333494,170,129,52,1.4027425253922234,1004.0,15.2,2.7,5,3,27.7,False,False,True,False
38,-0.5907880976304865,-1.461753663985692,183,131,69,0.6281124058276546,963.0,30.6,2.7,3,2,25.89,False,True,False,False
33,-1.602705412876033,-0.7407162711212358,181,147,66,-0.5636262396562971,786.0,31.9,1.5,4,2,15.24,False,False,False,True
35,-0.16955935874836928,0.541127982860023,185,125,63,-0.5338327735191982,743.0,28.0,2.3,3,2,21.88,True,False,False,False
41,0.992450955409196,-0.8208315369950627,172,139,50,-0.3848654428337048,777.0,23.4,3.1,4,2,35.86,True,False,False,False
43,-0.8764489665275546,0.781473780481509,160,124,66,-0.5338327735191982,663.0,20.1,2.0,3,1,16.76,True,False,True,False
42,-0.9635997400893719,-0.01967887825677775,183,142,74,0.33017774445666703,875.0,29.8,1.6,3,1,18.15,False,False,False,False
58,-0.36322774444129685,0.22066691936470828,169,128,57,-1.8745387496886443,363.0,25.2,1.8,2,1,21.58,False,False,False,False
46,1.4669385003568691,0.3808974511123656,194,148,54,-0.23589811214821066,864.0,20.9,2.9,2,1,33.16,True,False,False,True
32,-0.5762629687035167,-1.1412926004903774,183,135,54,1.819851051311607,1262.0,16.6,2.7,5,3,24.72,False,True,False,False
18,-1.0313836750818968,0.1405516534908796,187,165,58,-0.17631117987401299,990.0,29.4,2.2,2,1,17.27,False,False,False,False
42,-0.682780580834627,0.1405516534908796,195,141,52,1.5517098560777176,1129.0,16.4,2.7,5,3,19.65,False,False,False,True
24,-0.03399148876331943,0.30078218523853695,175,127,68,-1.189289028535372,546.0,30.8,1.5,3,1,23.53,False,False,False,True
26,0.14999347764496163,-0.7407162711212358,199,139,72,-0.5338327735191982,751.0,25.6,1.7,2,1,28.87,False,False,True,False
41,-0.07272516590190549,0.8615890463553376,175,133,58,-0.3848654428337048,744.0,21.4,2.8,3,2,21.53,True,False,False,True
18,-0.16955935874836928,-0.34013994175209245,176,158,71,0.032243083085678775,1003.0,32.0,2.2,4,2,19.42,False,False,True,False
25,1.520197306422424,1.2621653757244793,174,156,67,0.24079734604537056,1150.0,21.4,2.3,3,2,29.71,True,False,False,False
41,-0.9006575147391706,-1.3816383981118634,175,169,65,0.568525473553457,1103.0,31.4,2.0,4,2,22.89,False,False,True,False
28,0.38723725011879745,-0.5003704734997498,174,153,50,-0.5040393073820995,917.0,20.5,3.5,4,2,29.61,True,False,False,True
34,0.09673467157940613,-0.9810620687427201,193,130,51,-1.8447452835515457,416.0,29.1,2.7,2,1,29.53,False,True,False,False
25,0.38239554047647456,-0.9009468028688914,170,159,63,1.9986118481341992,1688.0,10.9,3.5,4,3,31.44,True,True,False,False
52,-0.5859463879881632,-0.2600246758782638,160,152,63,1.6112967883519151,1231.0,15.5,2.7,4,3,21.53,False,False,False,False
52,0.019267317302235378,-0.7407162711212358,174,150,50,0.0024496169485799524,936.0,25.7,3.7,3,2,27.85,True,False,False,False
50,-0.832873579746646,-1.0611773346165487,185,163,74,0.0024496169485799524,924.0,34.3,2.6,3,1,22.31,False,True,False,False
22,1.4039962750066672,-0.09979414413060642,163,153,65,-0.027343849188518874,1052.0,20.5,2.7,3,2,30.3,True,False,True,False
59,-0.9200243533084632,-1.221407866364206,164,169,64,0.032243083085678775,441.0,29.2,2.3,3,1,22.15,False,False,False,False
56,2.682207620579989,0.4610127169861943,194,126,64,0.09183001535987642,805.0,27.1,2.7,2,1,40.71,True,False,False,True
58,1.447571661787576,-0.5003704734997498,172,168,61,0.21100387990827174,1106.0,24.6,3.1,3,1,37.56,True,False,False,False
45,-0.6876222904769502,-1.702099461607178,169,142,65,-0.32527851055950713,735.0,33.1,1.9,4,2,26.05,False,False,True,False
24,-0.6537303229806878,0.541127982860023,170,165,63,2.1177857126825947,1625.0,15.9,2.7,4,3,18.76,False,False,False,False
26,-0.16955935874836928,-0.8208315369950627,177,126,73,-0.2954850444224083,804.0,29.6,3.0,3,2,29.61,True,False,False,True
25,-1.5688134453797704,-0.8208315369950627,193,144,64,0.6876993381018522,1073.0,28.9,2.1,4,2,15.7,False,False,False,True
29,-0.7263559676155357,-0.9009468028688914,198,122,72,-0.17631117987401299,805.0,23.4,2.0,3,2,22.61,True,False,False,True
51,1.728390821042321,0.4610127169861943,182,157,64,-2.1426799449225333,420.0,28.7,3.3,3,1,34.5,True,False,True,False
50,-0.19376790695998522,1.9030875027151086,166,139,68,-0.8615609010272853,667.0,25.6,2.0,3,1,18.12,True,False,True,False
40,-0.8425569990312921,0.541127982860023,198,153,57,1.5815033222148163,1369.0,17.6,2.7,5,3,17.54,False,False,False,True
41,-0.09209200447119784,1.9030875027151086,162,168,51,-2.23206034333383,424.0,27.3,2.5,2,1,18.66,True,False,False,True
54,0.600272474381018,-0.09979414413060642,171,163,51,1.4325359915293223,1404.0,12.9,3.5,5,3,23.09,True,False,True,False
52,0.28071963798768784,-1.0611773346165487,166,163,59,0.389764676730864,1020.0,26.6,1.5,3,2,31.41,False,False,True,False
57,0.23230254156445596,-0.8208315369950627,185,149,52,-0.74238703647889,677.0,31.7,2.0,4,2,29.87,False,False,True,False
39,-0.8812906761698779,-0.9810620687427201,192,136,72,0.5387320074163582,979.0,26.3,1.6,3,2,21.64,False,True,False,False
44,-0.5762629687035167,-1.3816383981118634,196,129,66,0.44935160900506166,819.0,33.1,2.6,4,2,25.68,False,False,True,False
52,0.576063926169402,0.781473780481509,174,154,57,1.5517098560777176,1357.0,14.9,3.5,4,3,25.81,True,False,False,True
18,0.6777398286581888,1.6627417050936226,161,139,72,1.3729490592551246,1315.0,11.9,3.5,4,3,23.52,True,True,False,False
52,0.4259709272573835,-0.01967887825677775,166,137,53,-0.74238703647889,685.0,24.4,2.7,4,2,27.85,True,False,True,False
54,-0.16955935874836928,-0.34013994175209245,191,164,63,-2.1128864787854345,446.0,20.5,2.8,3,1,23.74,True,False,False,True
31,-1.5155546393142156,-0.9810620687427201,163,163,70,-0.5040393073820995,888.0,25.1,1.9,3,2,16.52,False,False,False,False
20,0.44049605618435295,2.1434333003365946,179,146,59,1.2835686608438281,1357.0,14.6,3.5,5,3,20.88,True,True,False,False
18,0.9101418914897024,0.1405516534908796,195,168,50,0.44935160900506166,1303.0,21.3,3.1,2,1,30.52,True,False,False,True
22,-0.5036373240686689,-1.461753663985692,191,155,53,-0.7125935703417912,790.0,29.5,2.4,4,2,26.65,False,False,False,False
43,0.44049605618435295,1.021819578102995,187,142,50,-0.11672424759981535,858.0,28.2,3.1,4,2,24.16,True,False,False,True
31,0.6293227322349569,-0.09979414413060642,172,151,66,0.09183001535987642,1071.0,28.9,3.3,3,2,27.96,True,False,True,False
56,-0.16955935874836928,1.82297223684128,160,129,66,-0.7721805026159888,639.0,25.2,3.5,2,1,34.06,True,False,True,False
44,1.1812776314598008,0.8615890463553376,194,130,56,0.062036549222777605,824.0,25.7,3.5,4,2,29.26,True,False,False,False
26,0.6099558936656646,-0.34013994175209245,189,157,72,2.1177857126825947,1701.0,13.3,3.5,5,3,30.54,True,False,True,False
32,0.2419859608491018,-0.8208315369950627,195,125,69,0.062036549222777605,880.0,29.6,3.1,3,1,29.95,True,False,False,True
32,-0.706989129046243,-0.5003704734997498,184,160,64,-2.23206034333383,408.0,31.0,1.8,2,1,21.41,False,False,False,False
43,-0.7892981929657373,0.541127982860023,175,166,62,2.147579178819693,1479.0,17.8,2.7,4,3,17.88,False,False,False,True
59,2.3578130745443353,1.342280641598308,178,153,51,-1.785158351277348,500.0,20.1,3.1,3,1,34.24,True,False,False,True
30,0.5663805068847556,1.82297223684128,160,155,68,1.0452209317470382,1373.0,10.4,3.5,5,3,22.43,True,False,False,True
49,-1.3751450596868429,0.1405516534908796,164,156,73,-0.0571373153256177,870.0,30.8,2.1,3,2,14.93,False,False,True,False
56,-0.8716072568852313,1.582626439219794,181,136,62,-1.7255714190031501,458.0,29.4,3.2,3,1,15.08,True,False,True,False
49,0.4453377658266759,1.82297223684128,183,159,73,1.9390249158600017,1503.0,14.3,3.5,5,3,21.78,True,False,False,True
21,2.498222654171708,-0.5003704734997498,196,159,60,0.3599712105937652,1207.0,29.8,3.4,3,2,45.43,True,True,False,False
47,-0.7311976772578589,0.541127982860023,195,131,71,0.032243083085678775,837.0,30.3,2.4,4,2,18.26,False,False,False,True
54,0.6051141840233409,1.82297223684128,195,140,64,-0.2656915782853095,811.0,27.9,3.4,2,1,22.64,True,False,False,True
40,-0.48911219514169946,-0.9009468028688914,163,159,59,0.15141694763407407,1041.0,33.4,1.6,3,2,24.5,False,False,False,False
56,-0.20829303588695464,-0.34013994175209245,195,138,58,-1.785158351277348,451.0,26.5,2.1,2,1,24.55,True,False,False,True
32,-0.15019252017907622,-0.8208315369950627,177,122,58,-0.0571373153256177,756.0,28.4,1.8,2,1,26.86,False,False,True,False
46,-0.6537303229806878,-0.5804857393735785,175,137,69,1.2835686608438281,1042.0,17.3,2.7,4,3,22.08,False,False,False,False
53,0.992450955409196,1.82297223684128,177,138,50,-1.0999086301240757,608.0,28.6,3.5,3,1,24.75,True,True,False,False
30,-0.16955935874836928,-0.8208315369950627,181,166,66,0.0024496169485799524,1046.0,28.0,2.5,4,2,30.18,False,False,False,False
49,2.0188933995817124,1.5025111733459653,161,125,61,0.3599712105937652,854.0,29.2,3.2,2,1,31.61,True,True,False,False
24,-0.5181624529956387,0.541127982860023,180,135,59,0.4791450751421605,958.0,27.3,2.3,4,2,19.63,False,False,False,False
39,-0.5617378397765473,-0.6606010052474072,195,127,54,-0.8615609010272853,678.0,27.5,3.2,3,1,23.05,True,False,False,False
45,0.7213152154390978,0.4610127169861943,198,167,67,0.8068732026502475,1265.0,13.2,3.5,4,3,27.93,True,True,False,False
19,0.014425607659912463,0.3808974511123656,198,137,64,0.062036549222777605,877.0,32.5,2.6,3,2,23.59,False,False,True,False
59,-1.1282178679283605,1.82297223684128,188,167,55,-0.5636262396562971,885.0,24.4,3.4,3,1,13.23,True,False,True,False
23,0.4598628947536453,0.6212432487338516,185,162,56,-1.6659844867289528,624.0,29.3,3.1,3,1,25.65,True,False,True,False
45,-0.41164484086452874,0.4610127169861943,180,158,66,0.5983189396905558,1038.0,31.3,2.3,3,1,20.55,False,False,False,False
45,-1.3073611246943184,0.541127982860023,176,168,55,0.5983189396905558,1214.0,22.9,2.4,3,2,14.54,True,False,False,True
37,1.447571661787576,1.342280641598308,175,168,57,-2.1426799449225333,499.0,26.4,3.1,2,1,28.97,True,False,False,False
47,-0.5665795494188706,-1.461753663985692,190,131,61,2.058198780408397,1150.0,16.4,2.7,4,3,26.1,False,False,False,True
28,-1.0459088040088662,-0.9009468028688914,168,164,70,0.1812104137711729,1082.0,27.9,2.0,3,2,20.06,False,False,False,True
45,1.926900916377572,-0.09979414413060642,190,129,63,-1.2786694269466685,530.0,24.0,2.3,2,1,38.78,True,False,True,False
42,-0.5181624529956387,2.063318034462766,173,126,61,0.4791450751421605,886.0,28.5,3.4,4,2,16.04,True,False,False,True
56,-1.6075471225183562,0.6212432487338516,196,165,72,-0.08693078146271652,913.0,30.0,2.1,4,2,12.47,False,False,False,False
50,-0.3148106480180649,0.22066691936470828,161,120,59,-1.755364885140249,362.0,31.8,2.7,3,1,21.91,False,False,False,False
18,-0.1744010683906922,-0.9009468028688914,173,168,71,0.12162348149697526,1201.0,23.9,2.5,2,1,27.01,True,False,True,False
44,-0.19860961660230814,0.22066691936470828,192,155,69,-0.7125935703417912,711.0,27.6,2.1,3,1,22.69,False,True,False,False
30,1.6606068860497967,-0.5003704734997498,194,140,64,-0.5338327735191982,832.0,29.5,2.8,3,2,39.16,True,False,False,False
58,1.7138656921153514,1.5025111733459653,198,156,56,0.6876993381018522,1151.0,26.0,2.2,3,2,29.88,True,False,False,True
20,1.3265289207294964,1.5025111733459653,179,143,58,0.3003842783195682,1070.0,29.3,2.7,3,2,27.69,True,False,False,False
56,0.7213152154390978,1.021819578102995,161,144,59,0.9260470671986428,1119.0,11.0,3.5,4,3,25.86,True,False,False,False
23,0.3533452826225357,0.6212432487338516,178,126,59,0.8664601349244452,1074.0,10.7,3.5,4,3,24.97,True,False,False,False
25,-1.4768209621756299,-0.8208315369950627,196,161,65,-0.6530066380675935,837.0,33.6,1.8,4,2,16.42,False,True,False,False
44,-0.7021474194039197,-1.6219841957333494,177,136,56,0.9558405333357417,967.0,18.4,2.7,5,3,25.58,False,False,False,True
26,-0.9490746111624024,-1.5418689298595207,175,148,54,-0.35507197669660595,844.0,26.9,1.7,3,1,23.07,False,False,True,False
54,-0.06304174661725898,0.4610127169861943,163,149,72,0.032243083085678775,852.0,27.7,1.8,2,1,22.82,False,False,False,False
50,-1.0894841907897748,-0.09979414413060642,171,126,52,-1.010528231712779,574.0,28.0,2.4,2,1,13.03,True,False,False,True
59,0.7648906022200067,-0.01967887825677775,188,152,67,-0.5338327735191982,813.0,24.5,3.2,3,1,30.22,True,False,False,True
41,-1.070117352220482,0.6212432487338516,166,126,60,0.032243083085678775,680.0,26.7,2.1,4,2,15.9,True,False,True,False
32,0.6922649575851589,1.2621653757244793,173,143,64,0.7770797365131488,1195.0,11.6,3.5,5,3,24.87,True,False,False,False
49,-1.530079768241185,-1.6219841957333494,171,130,70,-0.4742458412450006,644.0,28.8,2.2,3,1,18.18,False,True,False,False
49,0.27103621870304134,-0.01967887825677775,194,128,69,0.5983189396905558,925.0,29.9,3.3,3,1,26.77,True,False,False,True
41,-0.4261699697914981,-0.09979414413060642,164,131,54,-0.17631117987401299,778.0,22.5,2.8,3,2,22.16,True,False,True,False
58,-0.5133207433533155,0.4610127169861943,176,154,73,0.9558405333357417,1095.0,17.5,2.7,4,3,19.88,False,True,False,False
29,-0.16955935874836928,0.3808974511123656,191,123,61,-1.7255714190031501,418.0,33.4,2.6,3,1,17.94,False,False,False,True
56,-1.0023334172279577,-0.6606010052474072,169,155,53,-0.4742458412450006,767.0,27.4,2.3,3,2,19.67,False,False,False,False
19,-1.1911600932785618,-0.2600246758782638,176,147,64,-0.6232131719304947,772.0,29.2,2.4,3,1,17.16,False,False,False,True
20,2.6434739434414034,0.9417043122291664,164,132,58,-1.2786694269466685,603.0,26.2,2.3,3,1,37.87,True,True,False,False
54,0.4840714429652612,1.1019348439768237,168,142,56,0.8366666687873464,1082.0,12.4,3.5,5,3,24.16,True,True,False,False
34,-0.8425569990312921,0.3808974511123656,192,138,59,1.641090254489014,1249.0,17.3,2.7,5,3,17.94,False,False,False,False
19,0.6874232479428353,0.4610127169861943,195,161,72,0.062036549222777605,1133.0,23.6,3.3,2,1,27.71,True,False,False,False
19,0.5954307647386952,1.021819578102995,195,156,62,1.1941882624325317,1424.0,12.9,3.5,4,3,25.1,True,False,True,False
45,-1.0894841907897748,1.1820501098506524,177,158,57,0.5387320074163582,1126.0,26.2,3.4,4,2,14.61,True,False,False,False
40,-0.16955935874836928,-0.09979414413060642,168,143,61,1.819851051311607,1337.0,18.3,2.7,5,3,19.63,False,False,True,False
54,1.99952656101242,1.582626439219794,188,135,71,-0.17631117987401299,802.0,20.7,2.6,4,2,31.17,True,True,False,False
49,-0.556896130134224,-0.5003704734997498,173,152,73,0.33017774445666703,937.0,31.3,1.8,3,2,22.54,False,True,False,False
50,-0.7989816122503834,1.5025111733459653,184,131,68,-0.5040393073820995,707.0,29.5,2.7,4,2,15.65,True,False,False,True
18,-0.266393551594833,0.6212432487338516,174,153,50,-0.4742458412450006,926.0,25.4,3.3,4,2,21.02,True,False,False,True
36,-0.21313474552927755,-0.5804857393735785,165,126,65,-0.08693078146271652,852.0,27.2,2.7,3,1,25.42,True,False,True,False
19,-0.4068031312222051,-1.6219841957333494,188,130,71,-0.08693078146271652,800.0,30.6,2.4,3,1,28.22,False,False,False,False
43,1.6944988535460586,0.060436387617050925,174,150,66,0.21100387990827174,988.0,28.5,2.2,2,1,36.29,True,False,False,False
49,-1.6269139610876489,-0.5804857393735785,188,148,74,-0.6828001042046924,686.0,34.3,2.5,3,2,14.69,False,False,False,True
23,-1.5349214778835083,-1.1412926004903774,163,132,67,-2.083093012648336,370.0,26.8,1.8,3,1,16.78,False,True,False,False
49,-0.2567101323101865,-1.6219841957333494,177,150,60,0.032243083085678775,979.0,29.4,1.8,4,2,29.56,False,False,True,False
21,0.7164735057967748,-0.9810620687427201,198,121,67,1.3431555931180257,1138.0,12.0,3.5,4,3,34.53,True,True,False,False
28,-0.36806945408361974,1.4223959074721366,175,158,56,-0.23589811214821066,1025.0,24.1,3.0,3,1,18.28,True,True,False,False
34,-0.08240858518655131,-0.6606010052474072,170,134,67,0.0024496169485799524,929.0,21.3,2.1,4,2,26.73,True,False,False,False
55,0.09673467157940613,-0.09979414413060642,173,130,57,-0.6828001042046924,663.0,28.1,2.0,4,2,25.85,True,False,True,False
41,-0.49395390478402273,-1.0611773346165487,162,153,55,1.7304706529003104,1267.0,15.2,2.7,5,3,25.08,False,True,False,False
22,-0.09693371411352143,0.3808974511123656,197,158,56,0.6876993381018522,1177.0,30.3,1.8,3,1,22.85,False,False,False,True
51,-0.7844564833234141,0.3808974511123656,177,123,72,-0.5338327735191982,598.0,31.6,2.1,4,2,18.32,False,False,False,True
23,0.4937548622499078,2.1434333003365946,179,130,71,1.5815033222148163,1280.0,11.0,3.5,4,3,21.16,True,False,False,False
39,-0.8570821279582619,-0.09979414413060642,184,148,59,2.058198780408397,1443.0,19.5,2.7,5,3,19.12,False,False,False,True
28,0.6486895708042499,0.30078218523853695,197,121,60,-0.17631117987401299,799.0,28.4,3.5,3,2,28.09,True,False,False,True
33,-0.4019614215798822,-0.09979414413060642,172,135,74,-0.23589811214821066,796.0,29.7,2.5,4,2,22.33,False,True,False,False
50,-1.3654616404021966,-0.4202552076259211,163,158,62,0.032243083085678775,1071.0,24.1,2.8,4,2,16.28,True,False,False,True
26,0.6535312804465728,1.1820501098506524,173,132,58,1.3431555931180257,1241.0,11.2,3.5,4,3,24.91,True,False,False,True
23,0.2419859608491018,0.060436387617050925,192,156,56,0.6281124058276546,1147.0,32.3,1.5,4,2,26.26,False,True,False,False
33,0.21293570299516293,-0.09979414413060642,187,136,58,-0.5338327735191982,734.0,26.3,2.1,3,1,26.67,False,False,False,False
