Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga
50,-0.13488348613577156,-0.34540780279839345,187,161,70,-0.2640255529074219,848.0,33.1,2.5,2,1,25.16,False,False,False,True
29,2.282935741558156,0.45595216105541764,197,168,65,-1.4260021078830514,721.0,28.1,3.4,2,1,38.16,True,False,False,True
39,-0.4595205367479824,-0.26527180641301235,190,148,58,-0.025671387784215592,925.0,26.9,1.9,4,2,22.51,False,True,False,False
42,-0.48859251142967264,-0.10499981364225011,173,169,62,0.4808312131025972,1080.0,26.1,1.8,3,2,21.78,False,False,False,True
44,-0.41591257472544635,0.6162241538261799,192,139,68,-1.5749734610850554,502.0,27.2,2.7,2,1,20.12,True,True,False,False
59,-0.9634347645639512,0.21554417189927433,168,135,69,0.6595968369450019,989.0,21.6,2.8,4,2,17.6,True,False,True,False
45,0.5386172606567255,1.0970401321384666,186,136,66,1.136305167191414,1104.0,14.2,3.5,5,3,24.54,True,True,False,False
33,0.2042895518172844,-0.34540780279839345,183,135,55,0.09350569477738757,871.0,32.3,1.8,3,2,27.64,False,True,False,False
32,1.6675789441290403,0.6162241538261799,172,138,53,0.033917153496585986,964.0,28.4,3.5,3,1,33.4,True,True,False,False
20,-0.40622191649821604,-1.6275837449644894,185,127,50,-0.6811453418730323,654.0,28.0,2.2,4,2,28.31,False,False,False,True
54,-1.1427119417677092,-0.9063597774960594,188,157,67,0.6595968369450019,1046.0,28.2,2.7,2,1,19.37,False,True,False,False
24,-0.7211683088831969,-1.7077197413498706,187,157,68,-0.6513510712326316,816.0,31.7,2.5,2,1,25.83,False,False,False,False
38,0.36903074168019756,-0.10499981364225011,187,148,58,0.7787739195066051,1237.0,10.2,3.5,5,3,27.84,True,True,False,False
26,2.6075727921703664,0.05527217912851211,167,160,62,0.18288850669858994,1162.0,27.3,2.9,3,1,42.63,True,False,True,False
56,-0.7017869924287367,-1.307039759422965,182,155,57,0.004122882856185198,879.0,33.4,2.6,4,2,24.37,False,False,False,False
35,1.1200567542905357,-0.10499981364225011,188,145,72,0.24247704797939154,1069.0,24.2,2.9,3,2,33.14,True,False,True,False
21,-0.5418911316794386,0.696360150211561,164,150,62,0.12329996541778836,1072.0,27.6,3.5,4,2,19.11,True,False,True,False
42,-1.3704424101076182,1.779376565766567e-15,166,163,64,0.15309423605818914,1057.0,21.7,2.6,3,2,17.77,True,False,True,False
31,-1.2105465493583205,-1.7077197413498706,195,131,60,0.6595968369450019,969.0,28.2,2.0,2,1,21.4,False,False,False,False
26,-1.4285863594709993,-0.9864957738814406,186,136,61,-0.5321739886710284,734.0,34.7,2.0,3,1,17.3,False,False,False,False
43,1.9098453998097944,0.8566321429823233,161,134,63,0.5702140250237996,962.0,29.9,2.9,4,2,33.8,True,False,False,True
19,-0.6436430430653555,-1.0666317702668218,184,128,53,-0.3534083648286243,730.0,30.1,2.2,2,1,23.93,False,False,False,False
37,2.4428316023074537,1.779376565766567e-15,168,158,50,0.7191853782258035,1304.0,29.3,2.8,2,1,40.1,True,True,False,False
45,-1.0361147012681775,1.0169041357530855,186,161,73,-0.17464274098621954,956.0,25.2,2.5,3,1,15.31,True,False,True,False
24,-0.9246721316550303,0.13540817551389323,160,167,53,-1.2472364840406471,772.0,22.9,3.6,3,1,18.07,True,False,False,True
25,0.6936677922924077,1.8182640996068948,182,131,68,0.4510369424621964,1016.0,22.7,3.0,2,1,23.17,True,False,False,False
52,-0.682405675974276,-0.10499981364225011,169,151,58,-0.08525992906501717,836.0,34.3,2.0,3,1,20.42,False,False,True,False
31,0.28666014674874096,-1.4673117521937271,184,144,59,-0.6811453418730323,742.0,26.7,2.3,4,2,33.61,False,False,False,False
34,-1.1039493088587886,-0.8262237811106783,162,158,53,0.4808312131025972,1122.0,30.8,2.4,3,2,19.43,False,False,False,True
53,0.5046999568614198,0.29568016828465543,165,137,69,1.2256879791126163,1133.0,12.8,3.5,5,3,27.18,True,False,False,False
57,2.3410796909215366,1.337448121294608,165,134,58,-0.3832026354690251,750.0,27.4,3.6,3,1,34.18,True,False,False,False
21,1.1103660960633055,-0.024863817256869,161,151,62,0.004122882856185198,1046.0,25.0,2.8,3,1,32.69,True,False,True,False
19,-0.037976903863469864,0.5360881574407987,177,125,61,-1.336619295961849,506.0,27.7,1.6,3,1,22.78,False,True,False,False
23,1.9873706656276355,-0.9864957738814406,182,163,60,0.6298025663046012,1318.0,21.7,2.7,4,2,44.84,True,False,False,False
59,-0.40137658738460125,-1.6275837449644894,161,162,61,0.4212426718217956,1021.0,31.2,2.1,3,2,28.35,False,False,False,True
21,-1.1378666126540944,-1.6275837449644894,171,154,67,-0.5321739886710284,832.0,32.2,2.6,3,1,21.77,False,False,False,False
46,-0.6194163974972801,-0.10499981364225011,181,153,61,1.2256879791126163,1150.0,17.8,2.7,4,3,20.86,False,False,False,False
35,0.0,-0.8262237811106783,196,157,65,-6.615657053377248e-16,440.0,32.4,2.0,2,1,16.99,False,True,False,False
43,-0.7550856126785023,-0.9063597774960594,179,124,54,-0.6513510712326316,580.0,26.4,2.6,3,2,22.45,False,False,True,False
51,-1.404359713902924,1.779376565766567e-15,198,137,69,-0.5321739886710284,666.0,33.8,2.1,4,2,16.86,False,False,False,True
27,0.6645958176107175,-0.746087784725299,183,135,74,1.4640421442358227,1299.0,12.9,3.5,5,3,32.93,True,False,True,False
53,-1.065186675949868,0.13540817551389323,179,127,61,-0.08525992906501717,773.0,21.3,3.7,3,2,17.11,True,False,True,False
31,-0.4546752076343669,-0.18513581002763121,160,144,70,2.1195160983246395,1418.0,17.3,2.7,5,3,22.28,False,False,True,False
48,-0.32385132156676016,-0.9063597774960594,160,151,74,-1.9027104381294637,421.0,33.4,1.5,2,1,25.89,False,False,False,False
32,0.5870705517928764,-0.9864957738814406,176,145,60,2.1791046396054408,1587.0,14.5,3.5,5,3,33.55,True,True,False,False
25,-0.40622191649821604,0.37581616467003653,160,141,58,-1.098265130838643,627.0,27.6,2.6,3,1,20.88,False,False,False,False
31,-0.6145710683836649,1.779376565766567e-15,189,150,67,1.6428077680782274,1358.0,18.6,2.7,4,3,19.72,False,False,False,True
40,1.5852083491975837,-0.5858157919545368,162,162,74,0.18288850669858994,1176.0,21.0,3.6,4,2,39.12,True,True,False,False
57,-0.47405652408882754,-1.6275837449644894,170,129,52,1.404453602955021,1004.0,15.2,2.7,5,3,27.7,False,False,True,False
38,-0.6000350810428198,-1.4673117521937271,183,131,69,0.6298025663046012,963.0,30.6,2.7,3,2,25.89,False,True,False,False
33,-1.6127088657883726,-0.746087784725299,181,147,66,-0.5619682593114291,786.0,31.9,1.5,4,2,15.24,False,False,False,True
35,-0.17849144815830761,0.5360881574407987,185,125,63,-0.5321739886710284,743.0,28.0,2.3,3,2,21.88,True,False,False,False
41,0.9843875391093128,-0.8262237811106783,172,139,50,-0.3832026354690251,777.0,23.4,3.1,4,2,35.86,True,False,False,False
43,-0.8859094987461097,0.7764961465969421,160,124,66,-0.5321739886710284,663.0,20.1,2.0,3,1,16.76,True,False,True,False
42,-0.9731254227911811,-0.024863817256869,183,142,74,0.3318598599005939,875.0,29.8,1.6,3,1,18.15,False,False,False,False
58,-0.372304612702911,0.21554417189927433,169,128,57,-1.872916167489063,363.0,25.2,1.8,2,1,21.58,False,False,False,False
46,1.4592297922435917,0.37581616467003653,194,148,54,-0.23423128226702114,864.0,20.9,2.9,2,1,33.16,True,False,False,True
32,-0.5854990937019743,-1.1467677666522027,183,135,54,1.821573391920632,1262.0,16.6,2.7,5,3,24.72,False,True,False,False
18,-1.0409600303817925,0.13540817551389323,187,165,58,-0.17464274098621954,990.0,29.4,2.2,2,1,17.27,False,False,False,False
42,-0.6920963342015063,0.13540817551389323,195,141,52,1.553424956157025,1129.0,16.4,2.7,5,3,19.65,False,False,False,True
24,-0.04282223297708467,0.29568016828465543,175,127,68,-1.1876479427598454,546.0,30.8,1.5,3,1,23.53,False,False,False,True
26,0.1413002733402884,-0.746087784725299,199,139,72,-0.5321739886710284,751.0,25.6,1.7,2,1,28.87,False,False,True,False
41,-0.0815848658860059,0.8566321429823233,175,133,58,-0.3832026354690251,744.0,21.4,2.8,3,2,21.53,True,False,False,True
18,0.0,-0.34540780279839345,176,158,71,0.033917153496585986,1003.0,32.0,2.2,4,2,19.42,False,False,True,False
25,1.5125284124933573,1.257312124909227,174,156,67,0.24247704797939154,1150.0,21.4,2.3,3,2,29.71,True,False,False,False
41,-0.9101361443141851,-1.3871757558083462,175,169,65,0.5702140250237996,1103.0,31.4,2.0,4,2,22.89,False,False,True,False
28,0.37872139990742715,-0.5056797955691557,174,153,50,-0.5023797180306276,917.0,20.5,3.5,4,2,29.61,True,False,False,True
34,0.08800165309052208,-0.9864957738814406,193,130,51,-1.8431218968486622,416.0,29.1,2.7,2,1,29.53,False,True,False,False
25,0.37387607079381235,-0.9063597774960594,170,159,63,2.000339015763036,1688.0,10.9,3.5,4,3,31.44,True,True,False,False
52,-0.5951897519292046,-0.26527180641301235,160,152,63,1.6130134974378265,1231.0,15.5,2.7,4,3,21.53,False,False,False,False
52,0.010476387272680986,-0.746087784725299,174,150,50,0.004122882856185198,936.0,25.7,3.7,3,2,27.85,True,False,False,False
50,-0.842301536723574,-1.0666317702668218,185,163,74,0.004122882856185198,924.0,34.3,2.6,3,1,22.31,False,True,False,False
22,1.396240513766595,1.779376565766567e-15,163,153,65,-0.025671387784215592,1052.0,20.5,2.7,3,2,30.3,True,False,True,False
59,-0.9295174607686454,-1.2269037630375839,164,169,64,-6.615657053377248e-16,441.0,29.2,2.3,3,1,22.15,False,False,False,False
56,2.6754073997609775,0.45595216105541764,194,126,64,0.09350569477738757,805.0,27.1,2.7,2,1,40.71,True,False,False,True
58,1.439848475789131,-0.5056797955691557,172,168,61,0.21268277733899074,1106.0,24.6,3.1,3,1,37.56,True,False,False,False
45,-0.6969416633151215,-1.7077197413498706,169,142,65,-0.3236140941882235,735.0,33.1,1.9,4,2,26.05,False,False,True,False
24,-0.6630243595198158,0.5360881574407987,170,165,63,2.1195160983246395,1625.0,15.9,2.7,4,3,18.76,False,False,False,False
26,0.0,-0.8262237811106783,177,126,73,-0.2938198235478227,804.0,29.6,3.0,3,2,29.61,True,False,False,True
25,-1.5787915619930668,-0.8262237811106783,193,144,64,0.6893911075854028,1073.0,28.9,2.1,4,2,15.7,False,False,False,True
29,-0.735704296224042,-0.9063597774960594,198,122,72,-0.17464274098621954,805.0,23.4,2.0,3,2,22.61,True,False,False,True
51,1.720877564378806,0.45595216105541764,182,157,64,-2.1410646032526697,420.0,28.7,3.3,3,1,34.5,True,False,True,False
50,-0.20271809372638303,1.898400095992276,166,139,68,-0.8599109657154371,667.0,25.6,2.0,3,1,18.12,True,False,True,False
40,-0.851992194950804,0.5360881574407987,198,153,57,1.5832192267974259,1369.0,17.6,2.7,5,3,17.54,False,False,False,True
41,-0.10096618234046584,1.898400095992276,162,168,51,-2.230447415173872,424.0,27.3,2.5,2,1,18.66,True,False,False,True
54,0.5919158809064912,1.779376565766567e-15,171,163,51,1.4342478735954218,1404.0,12.9,3.5,5,3,23.09,True,False,True,False
52,0.27212415940789586,-1.0666317702668218,166,163,59,0.39144840118139484,1020.0,26.6,1.5,3,2,31.41,False,False,True,False
57,0.223670868271745,-0.8262237811106783,185,149,52,-0.7407338831538339,677.0,31.7,2.0,4,2,29.87,False,False,True,False
39,-0.8907548278597249,-0.9864957738814406,192,136,72,0.5404197543833987,979.0,26.3,1.6,3,2,21.64,False,True,False,False
44,-0.5854990937019743,-1.3871757558083462,196,129,66,0.4510369424621964,819.0,33.1,2.6,4,2,25.68,False,False,True,False
52,0.5676892353384158,0.7764961465969421,174,154,57,1.553424956157025,1357.0,14.9,3.5,4,3,25.81,True,False,False,True
18,0.6694411467243323,1.6579921068361325,161,139,72,1.3746593323146203,1315.0,11.9,3.5,4,3,23.52,True,True,False,False
52,0.4174840328163484,-0.024863817256869,166,137,53,-0.7407338831538339,685.0,24.4,2.7,4,2,27.85,True,False,True,False
54,0.0,-0.34540780279839345,191,164,63,-2.111270332612269,446.0,20.5,2.8,3,1,23.74,True,False,False,True
31,-1.5254929417433012,-0.9864957738814406,163,163,70,-0.5023797180306276,888.0,25.1,1.9,3,2,16.52,False,False,False,False
20,0.43202002015719354,2.138808085148419,179,146,59,1.285276520393418,1357.0,14.6,3.5,5,3,20.88,True,True,False,False
18,0.9020169441778569,0.13540817551389323,195,168,50,0.4510369424621964,1303.0,21.3,3.1,2,1,30.52,True,False,False,True
22,-0.512819156997748,-1.4673117521937271,191,155,53,-0.7109396125134332,790.0,29.5,2.4,4,2,26.65,False,False,False,False
43,0.43202002015719354,1.0169041357530855,187,142,50,-0.11505419970541797,858.0,28.2,3.1,4,2,24.16,True,False,False,True
31,0.6209878555881814,1.779376565766567e-15,172,151,66,0.09350569477738757,1071.0,28.9,3.3,3,2,27.96,True,False,True,False
56,0.0,1.8182640996068948,160,129,66,-0.7705281537942347,639.0,25.2,3.5,2,1,34.06,True,False,True,False
44,1.1733553745403014,0.8566321429823233,194,130,56,0.06371142413698679,824.0,25.7,3.5,4,2,29.26,True,False,False,False
26,0.6016065391337215,-0.34540780279839345,189,157,72,2.1195160983246395,1701.0,13.3,3.5,5,3,30.54,True,False,True,False
32,0.23336152649897463,-0.8262237811106783,195,125,69,0.06371142413698679,880.0,29.6,3.1,3,1,29.95,True,False,False,True
32,-0.7163229797695818,-0.5056797955691557,184,160,64,-2.230447415173872,408.0,31.0,1.8,2,1,21.41,False,False,False,False
43,-0.7986935747010383,0.5360881574407987,175,166,62,2.14931036896504,1479.0,17.8,2.7,4,3,17.88,False,False,False,True
59,2.350770349148767,1.337448121294608,178,153,51,-1.7835333555678605,500.0,20.1,3.1,3,1,34.24,True,False,False,True
30,0.5579985771111855,1.8182640996068948,160,155,68,1.0469223552702123,1373.0,10.4,3.5,5,3,22.43,True,False,False,True
49,-1.3849783974484633,0.13540817551389323,164,156,73,-0.055465658424616385,870.0,30.8,2.1,3,2,14.93,False,False,True,False
56,-0.8810641696324946,1.5778561104507514,181,136,62,-1.723944814287059,458.0,29.4,3.2,3,1,15.08,True,False,True,False
49,0.43686534927080833,1.8182640996068948,183,159,73,1.9407504744822346,1503.0,14.3,3.5,5,3,21.78,True,False,False,True
21,2.4912848934436047,-0.5056797955691557,196,159,60,0.36165413054099405,1207.0,29.8,3.4,3,2,45.43,True,True,False,False
47,-0.7405496253376572,0.5360881574407987,195,131,71,-6.615657053377248e-16,837.0,30.3,2.4,4,2,18.26,False,False,False,True
54,0.596761210020106,1.8182640996068948,195,140,64,-0.2640255529074219,811.0,27.9,3.4,2,1,22.64,True,False,False,True
40,-0.49828316965690295,-0.9063597774960594,163,159,59,0.15309423605818914,1041.0,33.4,1.6,3,2,24.5,False,False,False,False
56,-0.21725408106722816,-0.34540780279839345,195,138,58,-1.7835333555678605,451.0,26.5,2.1,2,1,24.55,True,False,False,True
32,-0.159110131703847,-0.8262237811106783,177,122,58,-0.055465658424616385,756.0,28.4,1.8,2,1,26.86,False,False,True,False
46,-0.6630243595198158,-0.5858157919545368,175,137,69,1.285276520393418,1042.0,17.3,2.7,4,3,22.08,False,False,False,False
53,0.9843875391093128,1.8182640996068948,177,138,50,-1.098265130838643,608.0,28.6,3.5,3,1,24.75,True,True,False,False
30,0.0,-0.8262237811106783,181,166,66,0.004122882856185198,1046.0,28.0,2.5,4,2,30.18,False,False,False,False
49,2.011597311195711,1.4977201140653704,161,125,61,0.36165413054099405,854.0,29.2,3.2,2,1,31.61,True,True,False,False
24,-0.5273551443385935,0.5360881574407987,180,135,59,0.4808312131025972,958.0,27.3,2.3,4,2,19.63,False,False,False,False
39,-0.5709631063611292,-0.6659517883399179,195,127,54,-0.8599109657154371,678.0,27.5,3.2,3,1,23.05,True,False,False,False
45,0.7130491087468683,0.45595216105541764,198,167,67,0.8085681901470059,1265.0,13.2,3.5,4,3,27.93,True,True,False,False
19,0.0056310581590661764,0.37581616467003653,198,137,64,0.06371142413698679,877.0,32.5,2.6,3,2,23.59,False,False,True,False
59,-1.1378666126540944,1.8182640996068948,188,167,55,-0.5619682593114291,885.0,24.4,3.4,3,1,13.23,True,False,True,False
23,0.45140133661165344,0.6162241538261799,185,162,56,-1.6643562730062578,624.0,29.3,3.1,3,1,25.65,True,False,True,False
45,-0.42075790383906186,0.45595216105541764,180,158,66,0.6000082956642003,1038.0,31.3,2.3,3,1,20.55,False,False,False,False
45,-1.3171437898578522,0.5360881574407987,176,168,55,0.6000082956642003,1214.0,22.9,2.4,3,2,14.54,True,False,False,True
37,1.439848475789131,1.337448121294608,175,168,57,-2.1410646032526697,499.0,26.4,3.1,2,1,28.97,True,False,False,False
47,-0.5758084354747444,-1.4673117521937271,190,131,61,2.059927557043838,1150.0,16.4,2.7,4,3,26.1,False,False,False,True
28,-1.0554960177226378,-0.9063597774960594,168,164,70,0.18288850669858994,1082.0,27.9,2.0,3,2,20.06,False,False,False,True
45,1.9195360580370247,-0.10499981364225011,190,129,63,-1.2770307546810478,530.0,24.0,2.3,2,1,38.78,True,False,True,False
42,-0.5273551443385935,2.0586720887630383,173,126,61,0.4808312131025972,886.0,28.5,3.4,4,2,16.04,True,False,False,True
56,-1.6175541949019876,0.6162241538261799,196,165,72,-0.08525992906501717,913.0,30.0,2.1,4,2,12.47,False,False,False,False
50,-0.32385132156676016,0.21554417189927433,161,120,59,-1.75373908492746,362.0,31.8,2.7,3,1,21.91,False,False,False,False
18,-0.1833367772719224,-0.9063597774960594,173,168,71,0.12329996541778836,1201.0,23.9,2.5,2,1,27.01,True,False,True,False
44,-0.20756342283999785,0.21554417189927433,192,155,69,-0.7109396125134332,711.0,27.6,2.1,3,1,22.69,False,True,False,False
30,1.653042956788195,-0.5056797955691557,194,140,64,-0.5321739886710284,832.0,29.5,2.8,3,2,39.16,True,False,False,False
58,1.7063415770379606,1.4977201140653704,198,156,56,0.6893911075854028,1151.0,26.0,2.2,3,2,29.88,True,False,False,True
20,1.3187152479487538,1.4977201140653704,179,143,58,0.3020655892601931,1070.0,29.3,2.7,3,2,27.69,True,False,False,False
56,0.7130491087468683,1.0169041357530855,161,144,59,0.9277452727086091,1119.0,11.0,3.5,4,3,25.86,True,False,False,False
23,0.34480409611212215,0.6162241538261799,178,126,59,0.8681567314278075,1074.0,10.7,3.5,4,3,24.97,True,False,False,False
25,-1.4867303088343802,-0.8262237811106783,196,161,65,-0.6513510712326316,837.0,33.6,1.8,4,2,16.42,False,True,False,False
44,-0.7114776506559666,-1.6275837449644894,177,136,56,0.9575395433490098,967.0,18.4,2.7,5,3,25.58,False,False,False,True
26,-0.958589435450336,-1.5474477485791083,175,148,54,-0.3534083648286243,844.0,26.9,1.7,3,1,23.07,False,False,True,False
54,-0.07189420765877559,0.45595216105541764,163,149,72,0.033917153496585986,852.0,27.7,1.8,2,1,22.82,False,False,False,False
50,-1.0991039797451734,1.779376565766567e-15,171,126,52,-1.0088823189174407,574.0,28.0,2.4,2,1,13.03,True,False,False,True
59,0.7566570707694044,-0.024863817256869,188,152,67,-0.5321739886710284,813.0,24.5,3.2,3,1,30.22,True,False,False,True
41,-1.079722663290713,0.6162241538261799,166,126,60,-6.615657053377248e-16,680.0,26.7,2.1,4,2,15.9,True,False,True,False
32,0.683977134065178,1.257312124909227,173,143,64,0.7787739195066051,1195.0,11.6,3.5,5,3,24.87,True,False,False,False
49,-1.5400289290841462,-1.6275837449644894,171,130,70,-0.4725854473902268,644.0,28.8,2.2,3,1,18.18,False,True,False,False
49,0.26243350118066555,-0.024863817256869,194,128,69,0.6000082956642003,925.0,29.9,3.3,3,1,26.77,True,False,False,True
41,-0.43529389117990697,1.779376565766567e-15,164,131,54,-0.17464274098621954,778.0,22.5,2.8,3,2,22.16,True,False,True,False
58,-0.5225098152249784,0.45595216105541764,176,154,73,0.9575395433490098,1095.0,17.5,2.7,4,3,19.88,False,True,False,False
29,0.0,0.37581616467003653,191,123,61,-1.723944814287059,418.0,33.4,2.6,3,1,17.94,False,False,False,True
56,-1.011888055700102,-0.6659517883399179,169,155,53,-0.4725854473902268,767.0,27.4,2.3,3,2,19.67,False,False,False,False
19,-1.2008558911310903,-0.26527180641301235,176,147,64,-0.6215568005922307,772.0,29.2,2.4,3,1,17.16,False,False,False,True
20,2.6366447668520565,0.9367681393677043,164,132,58,-1.2770307546810478,603.0,26.2,2.3,3,1,37.87,True,True,False,False
54,0.47562798217972885,1.0970401321384666,168,142,56,0.8383624607874067,1082.0,12.4,3.5,5,3,24.16,True,True,False,False
34,-0.851992194950804,0.37581616467003653,192,138,59,1.6428077680782274,1249.0,17.3,2.7,5,3,17.94,False,False,False,False
19,0.6791318049515626,0.45595216105541764,195,161,72,0.06371142413698679,1133.0,23.6,3.3,2,1,27.71,True,False,False,False
19,0.5870705517928764,1.0169041357530855,195,156,62,1.1958937084722154,1424.0,12.9,3.5,4,3,25.1,True,False,True,False
45,-1.0991039797451734,1.1771761285238476,177,158,57,0.5404197543833987,1126.0,26.2,3.4,4,2,14.61,True,False,False,False
40,0.0,-0.10499981364225011,168,143,61,1.821573391920632,1337.0,18.3,2.7,5,3,19.63,False,False,True,False
54,1.992215994741251,1.5778561104507514,188,135,71,-0.17464274098621954,802.0,20.7,2.6,4,2,31.17,True,True,False,False
49,-0.5661177772475141,-0.5056797955691557,173,152,73,0.3318598599005939,937.0,31.3,1.8,3,2,22.54,False,True,False,False
50,-0.8083842329282683,1.4977201140653704,184,131,68,-0.5023797180306276,707.0,29.5,2.7,4,2,15.65,True,False,False,True
18,-0.2753980304306093,0.6162241538261799,174,153,50,-0.4725854473902268,926.0,25.4,3.3,4,2,21.02,True,False,False,True
36,-0.22209941018084295,-0.5858157919545368,165,126,65,-0.08525992906501717,852.0,27.2,2.7,3,1,25.42,True,False,True,False
19,-0.41591257472544635,-1.6275837449644894,188,130,71,-0.08525992906501717,800.0,30.6,2.4,3,1,28.22,False,False,False,False
43,1.6869602605835001,0.05527217912851211,174,150,66,0.21268277733899074,988.0,28.5,2.2,2,1,36.29,True,False,False,False
49,-1.6369355113564479,-0.5858157919545368,188,148,74,-0.6811453418730323,686.0,34.3,2.5,3,2,14.69,False,False,False,True
23,-1.5448742581977613,-1.1467677666522027,163,132,67,-2.0814760619718684,370.0,26.8,1.8,3,1,16.78,False,True,False,False
49,-0.265707372203379,-1.6275837449644894,177,150,60,-6.615657053377248e-16,979.0,29.4,1.8,4,2,29.56,False,False,True,False
21,0.7082037796332535,-0.9864957738814406,198,121,67,1.3448650616742195,1138.0,12.0,3.5,4,3,34.53,True,True,False,False
28,-0.37714994181652584,1.4175841176799893,175,158,56,-0.23423128226702114,1025.0,24.1,3.0,3,1,18.28,True,True,False,False
34,-0.09127552411323553,-0.6659517883399179,170,134,67,0.004122882856185198,929.0,21.3,2.1,4,2,26.73,True,False,False,False
55,0.08800165309052208,-0.10499981364225011,173,130,57,-0.6811453418730323,663.0,28.1,2.0,4,2,25.85,True,False,True,False
41,-0.5031284987705181,-1.0666317702668218,162,153,55,1.7321905799994297,1267.0,15.2,2.7,5,3,25.08,False,True,False,False
22,-0.10581151145408133,0.37581616467003653,197,158,56,0.6893911075854028,1177.0,30.3,1.8,3,1,22.85,False,False,False,True
51,-0.7938482455874232,0.37581616467003653,177,123,72,-0.5321739886710284,598.0,31.6,2.1,4,2,18.32,False,False,False,True
23,0.48531864040695916,2.138808085148419,179,130,71,1.5832192267974259,1280.0,11.0,3.5,4,3,21.16,True,False,False,False
39,-0.8665281822916494,1.779376565766567e-15,184,148,59,2.059927557043838,1443.0,19.5,2.7,5,3,19.12,False,False,False,True
28,0.640369172042642,0.29568016828465543,197,121,60,-0.17464274098621954,799.0,28.4,3.5,3,2,28.09,True,False,False,True
33,-0.41106724561183156,-0.10499981364225011,172,135,74,-0.23423128226702114,796.0,29.7,2.5,4,2,22.33,False,True,False,False
50,-1.3752877392212335,-0.42554379918377455,163,158,62,-6.615657053377248e-16,1071.0,24.1,2.8,4,2,16.28,True,False,False,True
26,0.6452145011562569,1.1771761285238476,173,132,58,1.3448650616742195,1241.0,11.2,3.5,4,3,24.91,True,False,False,True
23,0.23336152649897463,0.05527217912851211,192,156,56,0.6298025663046012,1147.0,32.3,1.5,4,2,26.26,False,True,False,False
33,0.2042895518172844,-0.10499981364225011,187,136,58,-0.5321739886710284,734.0,26.3,2.1,3,1,26.67,False,False,False,False
